Agency_Name,Outlayed_Amount
"Department of Energy",280589.23
"Department of Energy",1667.12
"Department of Energy",886689.09
"Department of Energy",42135.00
"Department of Energy",1557265.66
"Department of Energy",949514.21
"Department of Energy",0.00
"Department of Energy",211276.41
"Department of Energy",2022510.46
"Department of Energy",716724.42
"Department of Energy",502213.16
"Department of Energy",118690.00
"Department of Energy",260898.28
"Department of Energy",145800.00
"Department of Energy",138875.00
"Department of Energy",272546.01
"Department of Energy",3400.00
"Department of Energy",280661.44
"Department of Energy",27560.00
"Department of Energy",90642.88
"Department of Energy",370189.71
"Department of Energy",181141.85
"Department of Energy",2172541.59
"Department of Energy",18112.50
"Department of Energy",0.00
"Department of Energy",8195.07
"Department of Energy",129050.32
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",133488.95
"Department of Energy",143400.00
"Department of Energy",150381.21
"Department of Energy",4899.88
"Department of Energy",176275.00
"Department of Energy",50900.00
"Department of Energy",23099.98
"Department of Energy",43519.00
"Department of Energy",2032.63
"Department of Energy",53500.00
"Department of Energy",10035.31
"Department of Energy",27570.00
"Department of Energy",5814.00
"Department of Energy",14712.00
"Department of Energy",32450.00
"Department of Energy",166006.00
"Department of Energy",157643.72
"Department of Energy",22198.52
"Department of Energy",11028.12
"Department of Energy",24035.74
"Department of Energy",0.00
"Department of Energy",19475.00
"Department of Energy",130800.00
"Department of Energy",1246430.99
"Department of Energy",7576.80
"Department of Energy",215339.00
"Department of Energy",7200.00
"Department of Energy",27389546.05
"Department of Energy",175350.00
"Department of Energy",106425.11
"Department of Energy",184533.58
"Department of Energy",52106314.80
"Department of Energy",70537.50
"Department of Energy",4029.09
"Department of Energy",45542427.49
"Department of Energy",2695732480.09
"Department of Energy",619789105.78
"Department of Energy",0.00
"Department of Energy",29151000.00
"Department of Energy",42463.84
"Department of Energy",1522277.20
"Department of Energy",10529480.95
"Department of Energy",3040.00
"Department of Energy",0.00
"Department of Energy",16306271.28
"Department of Energy",188312508.10
"Department of Energy",770276269.80
"Department of Energy",571812.57
"Department of Energy",61492.00
"Department of Energy",82247.06
"Department of Energy",544541860.37
"Department of Energy",382364779.62
"Department of Energy",3416072.53
"Department of Energy",189207844.13
"Department of Energy",907103208.75
"Department of Energy",2224940714.66
"Department of Energy",2696787361.83
"Department of Energy",1543439426.96
"Department of Energy",305934858.85
"Department of Energy",28658000.00
"Department of Energy",0.00
"Department of Energy",41197.11
"Department of Energy",0.82
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",2331546.87
"Department of Energy",3477714.25
"Department of Energy",0.00
"Department of Energy",2853472.97
"Department of Energy",229201.26
"Department of Energy",3145.77
"Department of Energy",0.00
"Department of Energy",15790.63
"Department of Energy",0.00
"Department of Energy",899.64
"Department of Energy",14066.32
"Department of Energy",4578789.08
"Department of Energy",2618.81
"Department of Energy",2045.11
"Department of Energy",35587640.62
"Department of Energy",194784.78
"Department of Energy",7294459.53
"Department of Energy",2151145.53
"Department of Energy",1459027.08
"Department of Energy",2454839.55
"Department of Energy",1431398.58
"Department of Energy",1437909.52
"Department of Energy",67904.61
"Department of Energy",0.00
"Department of Energy",159376.55
"Department of Energy",1086060.91
"Department of Energy",262191.25
"Department of Energy",267305.30
"Department of Energy",20033.28
"Department of Energy",276118.41
"Department of Energy",86200.80
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",189112.88
"Department of Energy",3087939.15
"Department of Energy",8922359.54
"Department of Energy",132.61
"Department of Energy",0.00
"Department of Energy",54481.49
"Department of Energy",30.80
"Department of Energy",16387.41
"Department of Energy",3437.64
"Department of Energy",477.74
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",50000.00
"Department of Energy",6758641.29
"Department of Energy",3870074.01
"Department of Energy",9377740.81
"Department of Energy",0.00
"Department of Energy",52237.22
"Department of Energy",871059.87
"Department of Energy",141774.08
"Department of Energy",42974.56
"Department of Energy",15836.81
"Department of Energy",159837.81
"Department of Energy",0.00
"Department of Energy",41514394.45
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",2332438.94
"Department of Energy",3571.76
"Department of Energy",2412.26
"Department of Energy",14489.76
"Department of Energy",11047.50
"Department of Energy",12193.13
"Department of Energy",1039267.12
"Department of Energy",3307767.45
"Department of Energy",0.00
"Department of Energy",40987514.19
"Department of Energy",20889.93
"Department of Energy",70458.44
"Department of Energy",31733.04
"Department of Energy",6792.00
"Department of Energy",6792.00
"Department of Energy",7438.56
"Department of Energy",9528.26
"Department of Energy",8296.50
"Department of Energy",4304.50
"Department of Energy",1826675.52
"Department of Energy",11609.00
"Department of Energy",15657.19
"Department of Energy",20374.85
"Department of Energy",7322749.41
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",4561.08
"Department of Energy",689130.99
"Department of Energy",666980.16
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",1064380.13
"Department of Energy",14474.67
"Department of Energy",9226868.49
"Department of Energy",7907.61
"Department of Energy",32893444.03
"Department of Energy",18221.60
"Department of Energy",0.00
"Department of Energy",18757.09
"Department of Energy",0.00
"Department of Energy",10823.94
"Department of Energy",22467.66
"Department of Energy",1679324.61
"Department of Energy",66546769.13
"Department of Energy",0.00
"Department of Energy",120811.68
"Department of Energy",4006318.49
"Department of Energy",495350.07
"Department of Energy",13163.73
"Department of Energy",21891556.94
"Department of Energy",8951664.64
"Department of Energy",2089911.63
"Department of Energy",706187.52
"Department of Energy",161127.06
"Department of Energy",1060411.00
"Department of Energy",687681.65
"Department of Energy",13021229.33
"Department of Energy",6728413.84
"Department of Energy",1848522.55
"Department of Energy",5121836.89
"Department of Energy",1269346.08
"Department of Energy",251388.96
"Department of Energy",12336417.38
"Department of Energy",14688074.65
"Department of Energy",0.00
"Department of Energy",4532184.78
"Department of Energy",14467901.82
"Department of Energy",4061298.90
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",435051.91
"Department of Energy",30897.64
"Department of Energy",20425138.78
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",966760.16
"Department of Energy",1162905.82
"Department of Energy",601697.40
"Department of Energy",108529.34
"Department of Energy",2824402.78
"Department of Energy",1135502.66
"Department of Energy",4881788.41
"Department of Energy",8963263.46
"Department of Energy",1015041.39
"Department of Energy",3281485.90
"Department of Energy",12609055.44
"Department of Energy",12451376.36
"Department of Energy",26037741.63
"Department of Energy",11772491.03
"Department of Energy",3953533.60
"Department of Energy",6966.18
"Department of Energy",16870060.44
"Department of Energy",97207.31
"Department of Energy",345692.19
"Department of Energy",20973313.34
"Department of Energy",12800.79
"Department of Energy",1452448.50
"Department of Energy",5810.81
"Department of Energy",184397.67
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",90846.62
"Department of Energy",155915.68
"Department of Energy",1260761.51
"Department of Energy",3633.30
"Department of Energy",1205338.05
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",12731322.73
"Department of Energy",9954.70
"Department of Energy",122900.20
"Department of Energy",1721225.73
"Department of Energy",305258.45
"Department of Energy",3476882.59
"Department of Energy",8506723.08
"Department of Energy",753578.81
"Department of Energy",0.00
"Department of Energy",13277883.04
"Department of Energy",19270.50
"Department of Energy",6928344.79
"Department of Energy",4765191.78
"Department of Energy",1607259.66
"Department of Energy",4602521.86
"Department of Energy",1318631.30
"Department of Energy",10468083.58
"Department of Energy",1673979.80
"Department of Energy",85056.42
"Department of Energy",1653032.27
"Department of Energy",1391237.44
"Department of Energy",726972.92
"Department of Energy",432000.92
"Department of Energy",32405.40
"Department of Energy",3416708.61
"Department of Energy",50320.22
"Department of Energy",4625.87
"Department of Energy",12545.37
"Department of Energy",11068.76
"Department of Energy",46616.88
"Department of Energy",906435.01
"Department of Energy",263577.50
"Department of Energy",335145.50
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",83801.76
"Department of Energy",2423000.89
"Department of Energy",0.00
"Department of Energy",14792.01
"Department of Energy",281427867.68
"Department of Energy",952701877.17
"Department of Energy",902504.87
"Department of Energy",0.00
"Department of Energy",14741.94
"Department of Energy",12000.00
"Department of Energy",8822.00
"Department of Energy",-31616.60
"Department of Energy",30687801.90
"Department of Energy",12112578.86
